RH
-0.12639476364453361
-0.11410583676183571
-0.11900435112905883
-0.11343576296291065
-0.11348293099136343
-0.12856168813775093
-0.12937482920794272
-0.10170154508963944
-0.1161220175778497
-0.11107791047772665
-0.09940045490048792
-0.13049201014476727
-0.12276835459373564
-0.12222394690500649
-0.10837406396624945
-0.13053844744150211
-0.1320120132331393
-0.12237002787927964
-0.09699561246262489
-0.09118191579059243
-0.1229366768657434
-0.11764587495525712
-0.10916031958024076
-0.12665773415894005
-0.11438197043592549
-0.11636662807655149
-0.10089004526128288
-0.09659401673018507
-0.09254573103033167
-0.09937097017863607
-0.10647917833979446
-0.10533569794836736
-0.13161538320176602
-0.10988225278537284
-0.11637514656584928
-0.10199325837186458
-0.11666487724958091
-0.09483800207046626
-0.10768960241545668
-0.08224433183909939
-0.09455301881567203
-0.09502825307861396
-0.08333303069614954
-0.11326526486039291
-0.11122093440020812
-0.11508655848260053
-0.10858688362023551
-0.1099512744141325
-0.10037330610116216
-0.09363585889877217
-0.10351458433043732
-0.09836002404388648
-0.09829449576798277
-0.11897856934799739
-0.12474250186819741
-0.12195494873210742
-0.12699419106616322
-0.11935719661307975
-0.11476257257696161
-0.10162343910972628
-0.10180586473251384
-0.08595237873853441
-0.09297509974038337
-0.12311931200285352
-0.11608780153007674
-0.11413214124703937
-0.1184476623823731
-0.12011302906625858
-0.1244695313403272
-0.13176374892368778
-0.12938149762028633
-0.13258857281858571
-0.13003809227790142
-0.11922684155567984
-0.11290950073049892
-0.10981100797962864
-0.09890615328200564
-0.09260088193573668
-0.10080500247691662
-0.1227346938331509
-0.12189504834869742
-0.12118532520412731
-0.12809606779631186
-0.1290098688474025
-0.13112715968960514
-0.13591287504133426
-0.13156927195810375
-0.1315505124718612
-0.1356499617610483
-0.1366340447122105
-0.13498258811831348
-0.13385784971947884
-0.13197569285370572
-0.12271398346423652
-0.11723613756598031
-0.11751724228112814
-0.11078830647621754
-0.10288116465507077
-0.08482338099040948
-0.08016449467225938
-0.1311784314498352
-0.13150489894350406
-0.13007659186654752
-0.1292554166538141
-0.13763635411343633
-0.13751551114122437
-0.138063518908661
-0.14288607419419694
-0.13995878429283312
-0.14014396923311756
-0.14163205311421528
-0.13859595365894833
-0.13387184345867706
-0.12620432709385182
-0.12813719591269246
-0.12597620993321318
-0.11473022124948687
-0.11268158302293284
-0.10629956235461951
-0.08568824441414506
-0.0750937338928772
-0.08445826875361069
-0.07218191692505095
-0.13129201522080888
-0.13990299188840286
-0.1395643350774607
-0.1376120223637911
-0.14105271709367373
-0.13924475328009694
-0.14156272190468014
-0.14199866135725459
-0.1368817204085738
-0.13145804236080855
-0.12144573108969896
-0.11826523408057407
-0.12064878619892645
-0.11119526484670898
-0.10028661841242671
-0.09904005897409371
-0.08376408735082447
-0.1303539603606505
-0.13319383537990773
-0.13923321637146205
-0.14257406785644097
-0.1386220550538454
-0.1403483295517984
-0.1390438854573728
-0.1410750850403399
-0.13991978579164327
-0.1327222727523116
-0.12832724039491264
-0.11926033608440534
-0.11297115877531294
-0.09750674966886663
-0.1357483619417145
-0.13691267089662024
-0.11432703056641222
-0.1423045600860643
-0.13766934427340746
-0.13752412936939903
-0.13682729231638624
-0.13166303937006776
-0.1243945439922402
-0.12014464663945795
-0.12120947578080174
-0.10196286291494407
-0.132537403220652
-0.13290245672186357
-0.11055437389049574
-0.1387487444813239
-0.13572755381911378
-0.13326068674112423
-0.13219534650005368
-0.12872494141656793
-0.11791850451508454
-0.11187717116754514
-0.10417423143922831
-0.09534572278330042
-0.10513124867215898
-0.1056301218486124
-0.1281998602335038
-0.12703421445275992
-0.12415968463682164
-0.11443663796006681
-0.10741870665982459
-0.09886943324379734
-0.09017131594348086
-0.10222992031337606
-0.12342487977185965
-0.11857941765457679
-0.09774634054817628
-0.09190962743202134
-0.09457450953105784
-0.08770906229276226
-0.09696524227741021
-0.10999972882917312
-0.10927635623124908
-0.08968615045811813
-0.08238004632834947
-0.10745823521146766
