Urban,Rural
,
,
0.0665967575390363,0.24826576164317815
-0.14468944480286214,-0.0426802028710867
-0.020795157487673827,-0.0747717848535955
0.0927869083105846,0.009003908963623089
-0.12553478222588685,0.27333977068848037
0.2822144677509994,0.441431125817503
0.45156024777136383,0.6398234012093879
0.2363538632699099,0.2388486268010683
0.2788667846713157,0.4901652687189997
0.082525618304111,0.0938679575593109
0.1886666966533809,0.1375384314049153
0.211036817756503,0.215961298629549
0.36397723321188286,0.3439554509514953
0.5426209692048488,0.7338935912383859
0.5174821670229668,0.628967463891891
0.692175787619124,0.6901378664611845
0.7221851385840252,0.7534196869758009
0.9808021203139972,0.970870970305583
0.7490545712936996,0.8005768975908499
0.5568918565354113,0.7514675549817675
0.2522421329089567,0.2564165783239127
-0.06954203782498422,-0.04999867879130368
-0.1611215279927606,-0.1575962201475609
-0.0477437036531838,-0.0530190738992926
0.05131340136946194,0.06851123232059617
-0.011594978025084551,0.10275234360913561
0.06103522134847145,0.2937374203233372
0.18330107683564895,0.3961590489700007
0.7258276063987125,0.7247525112853141
0.7748043563149473,0.8374743009186043
0.619604314275395,0.6130427451074999
0.3810584144944202,0.5965683329749838
0.0318019518613623,0.0422160308062224
-0.0361540154703734,-0.07969529121136744
-0.2885143838334049,-0.14576632265335207
-0.0257355062909891,-0.0136369138388978
-0.0453502409276595,-0.0460296694873433
0.1180376558391188,0.05261274429012891
0.2432053696403553,0.24006755493899887
0.3002739629394673,0.2959714113766803
-0.12877667211599592,0.11112830540816197
0.0242470116914144,0.0305781221998599
0.178719700862197,0.1815468437487373
0.0210751040586461,0.276830230215295
0.2321397012606053,0.2310368507486187
0.0784826259958615,0.2137052889465954
0.0161662811675281,0.0187988501915797
-0.1052576142060649,-0.1049258349107624
-0.1816370926443453,0.0425252154484901
0.2269935054798181,0.2280846011927411
0.4634866146703165,0.593069775421363
0.29637563625954716,0.4385715414793056
0.5331449219165668,0.5343698538279553
0.23066103730743726,0.4558812851159149
0.5569575398952633,0.8630952282251796
0.4045655713852772,0.4038036958076785
0.1039128122455472,0.0991780383370667
-0.0734675205175426,-0.0832837231431132
0.06108332281015711,-0.025684537647248
-0.16161586390549082,-0.0421022178131877
-0.0328489564598437,0.017667509378354915
-0.0297374690826447,-0.0293908842403799
0.0690010056190536,0.0717509939585713
0.06877578292081427,0.622079801037474
0.4585883071745155,0.4577982341651547
0.7491087467950974,0.8076875766004871
0.5111122297246133,0.5817799106363077
0.3593550666422382,0.3918449727412054
0.2149029281204405,0.2506215338035993
0.13914791270779162,0.2716236201506752
0.3074428411763109,0.26530914038285514
0.2899877138724167,0.44914546215076323
0.4327512915831968,0.4353803847136472
0.6157973924450232,0.6237868805117281
0.5681334072844613,0.8591302302910009
0.5330140666673101,0.5418323879553063
0.5186005903747817,0.5149578870615299
0.4725375543705296,0.4679533885412308
0.14813221067892038,0.1273060849157105
0.07814908162415413,0.0548195116097095
-0.0421345701054952,-0.146603888636398
0.0549682408665213,0.0511386783333997
0.1041473397412575,0.0989633376993043
0.052159709708706,0.22815128677978225
0.1283746295646355,0.1267345150106644
-0.0822678055987148,0.151970069421426
0.24197703851735047,0.4406820062555773
