Urban,Rural
,
,
0.0707312153472813,0.0667846370500532
0.404174692981096,0.4840892805164714
0.1140201492907267,0.0555427249644958
-0.31129102590632624,-0.05030954076875785
-0.656838983154758,-0.5550688101613451
-0.3842914826399583,-0.29886662462464114
0.117522453310352,0.22332086580335425
0.3200377903979081,0.2904214539902737
-0.250388199856732,0.057283499396404335
-0.1264183627461514,-0.23394694367015015
-0.052280964032275,-0.020273696286124368
0.3031494551879994,0.2928124039476762
0.7089907309525274,0.6112744182999805
0.5317334753645461,0.5892182910548815
-0.17556322546421155,0.07605712622662507
-0.1533873596979028,-0.1063316537578871
-0.3021810218853171,-0.2709578567368395
-0.0686908142551347,-0.0537643187642114
0.370366937336489,0.4202075050582056
0.5960700417396899,0.7131952294164755
0.5848442835726293,0.8736390176761154
0.5371089236803858,0.5687757505128528
0.1556152978168035,0.7189160413524001
0.48561960776129964,0.7601352372161779
0.6260871517625877,0.8668977314367937
0.8015489428889013,0.9706313878560966
0.9889328461742268,1.0114079123892394
0.7125799403463401,0.7175033324926828
0.40121725169203326,0.4977426492197863
0.10875317569552959,0.3931537660703782
-0.0758235996305434,-0.04960864477120118
-0.04940835992897312,-0.0339825536858955
-0.0300310314667426,0.036812054410415
0.2888483238127657,0.3617454560723274
0.3512496715020309,0.4985871697637154
0.3682030390605215,0.387159838370757
0.17356858325053354,0.2420321809648335
-0.0466447555480534,0.18811422419337237
0.5726345278522781,0.5618137727906676
0.5321133871856304,0.6189178971299146
0.5776875193935774,0.8925797769097632
-0.3242452723726012,-0.344834461303148
-0.2783250584626811,-0.329645497161789
-0.1553831070911097,0.0447523276769931
0.2902902602064214,0.265176565751609
0.146869094885988,0.39303240898988673
-0.029582262967019324,0.23098485003265945
0.007288942915721824,0.054180500757768
0.054516357164925644,-0.0331416580333921
-0.3565414006889927,-0.2935277506706353
-0.0840691151445899,0.08531501895885651
0.09013747174929303,-0.0208454638161846
-0.08869357971565345,0.0685183290197566
0.12771124415437107,0.31700841543233144
0.5247702470124003,0.7117654610457761
0.7497052631180847,0.8168058302238225
0.9187563924493167,0.878619660040831
0.4090846130309683,0.5406344815422419
0.5546323815086177,0.5590767856553143
0.4541393746069662,0.4225674790587828
0.3615092821425223,0.3138260135936835
-0.07205621193023184,0.11081419489230956
-0.0451374681000345,-0.0435800481047799
0.19114702565255154,0.2627324105541702
0.20505510707325678,0.3473145944187767
0.6480868030394975,0.7360184034401396
0.8302214215799686,0.9601085937647812
0.8991356577460831,0.8491849739914188
0.8965716602446542,0.8174204999445793
0.8299681929289463,0.8172834833681607
0.5859459656448881,0.5983260031273764
0.30743987230196607,0.4215786850541545
0.1911823339100505,0.2394653189976685
-0.27109096771748803,0.17840629059637467
-0.23340304304703283,-0.0304801920706569
0.2322413095919452,0.23986678107375803
0.4625625666971281,0.4085794734785041
0.5461468091856161,0.4377337921505991
0.2451986012369489,0.17578297472092858
0.0879564834087551,0.0797083086455475
0.4492619672607297,0.343973020605632
0.5101853551636484,0.6816180878920789
0.4935227177940131,0.639917129041227
-0.019000852016355263,0.22704760401632418
-0.1586508225036397,-0.24204043016302138
0.1665237037040418,0.1919315899146943
-0.1295356232509596,-0.0982683588468273
